,Compound Score,Negative Score,Neutral Score,Positive Score,Source,Text,Tweets Ago
356,0.0,0.0,1.0,0.0,FOX,".@conservmillen on G7 summit: ""Our GDP is bigger than all of theirs combined and they do need us more than we need… https://t.co/6zOc7YyliG",
357,0.891,0.0,0.602,0.398,FOX,".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/hoWeWMNEQX",
358,0.3612,0.0,0.839,0.161,FOX,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,
359,0.0,0.0,1.0,0.0,FOX,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT with @ArthelNeville: What @POTUS @realDonaldTrump should say to Kim Jong-un. @MIT's…,
360,-0.6486,0.35,0.65,0.0,FOX,Eunice Gayson first-ever Bond Girl dead at 90 https://t.co/BzfcRHNxu8,
361,0.0,0.0,1.0,0.0,FOX,"At his press briefing today, President @realDonaldTrump slammed his presidential predecessor for ""allow[ing] Russia… https://t.co/BpMwYh65k5",
362,0.0,0.0,1.0,0.0,FOX,OPINION: Newest Mars discovery tells us something miraculous about Earth https://t.co/mcATE1PRIl,
363,-0.2584,0.113,0.887,0.0,FOX,.@realDonaldTrump doubles down on calls to include Russia in G-7: 'We're not looking to play games' https://t.co/nob4MbUZWM,
364,0.0,0.247,0.562,0.191,FOX,.@seanhannity Praises Trump's Tough NoKo Action After 'Weak and Feckless' Obama Leadership   https://t.co/Q2Uj18acfS,
365,-0.4939,0.186,0.814,0.0,FOX,Veteran claims his stolen Facebook photos were used to catfish 30 women during deployment https://t.co/YAuENcd5SL,
366,0.6249,0.073,0.688,0.239,FOX,".@marykissel: ""A success in Singapore would be to get the [Kim] regime to commit to complete, irreversible and veri… https://t.co/R3KDjQXhmU",
367,-0.1531,0.103,0.897,0.0,FOX,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/tyhBYdJ4jm,
368,0.3182,0.0,0.905,0.095,FOX,"David Rivkin on @POTUS' power to self pardon: ""To say the president is above the law begs the question of what the… https://t.co/mgJPUNXWcz",
369,0.1655,0.0,0.93,0.07,FOX,".@POTUS: ""I do have an absolute right to pardon myself, but I'll never have to do it because I didn't do anything w… https://t.co/bOUqiZ0R50",
370,0.3612,0.0,0.737,0.263,FOX,Holocaust survivor who consoled Anne Frank dies https://t.co/mw0VdtPNgI,
371,-0.6249,0.255,0.745,0.0,FOX,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",
372,-0.4215,0.322,0.495,0.183,FOX,Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,
373,-0.4767,0.162,0.838,0.0,FOX,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",
374,-0.1531,0.103,0.897,0.0,FOX,"'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",
375,-0.296,0.104,0.896,0.0,FOX,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",
376,0.3612,0.0,0.848,0.152,FOX,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,
377,-0.7906,0.438,0.562,0.0,FOX,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,
378,0.0,0.0,1.0,0.0,FOX,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,
379,0.1027,0.096,0.789,0.114,FOX,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",
380,-0.5302,0.181,0.819,0.0,FOX,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",
381,0.5859,0.0,0.648,0.352,FOX,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,
382,-0.6249,0.362,0.638,0.0,FOX,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",
383,0.4939,0.0,0.814,0.186,FOX,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",
384,0.3612,0.0,0.884,0.116,FOX,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",
385,0.4767,0.0,0.819,0.181,FOX,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",
386,0.0,0.0,1.0,0.0,FOX,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,
387,0.4404,0.118,0.667,0.215,FOX,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,
388,0.0,0.0,1.0,0.0,FOX,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,
389,-0.4404,0.42,0.58,0.0,FOX,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,
390,0.0,0.0,1.0,0.0,FOX,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",
391,0.0,0.0,1.0,0.0,FOX,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,
392,0.0,0.0,1.0,0.0,FOX,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",
393,-0.4588,0.2,0.8,0.0,FOX,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,
394,0.1779,0.135,0.677,0.188,FOX,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",
395,-0.5413,0.163,0.837,0.0,FOX,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",
396,0.0,0.0,1.0,0.0,FOX,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",
397,0.3612,0.0,0.667,0.333,FOX,Do you agree with @SenSanders? https://t.co/jixhab3nlt,
398,-0.1531,0.082,0.918,0.0,FOX,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",
399,-0.8555,0.54,0.46,0.0,FOX,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",
400,0.34,0.0,0.893,0.107,NY Times,"Trudeau sought to play down personal clashes with Trump as he wrapped up the G-7 summit, saying he leaves “inspired… https://t.co/gY0bzq4klo",
401,0.0,0.0,1.0,0.0,NY Times,Nick Cave Wants You to Work It Out on the Dance Floor https://t.co/GMPPrGqLh7,
402,0.3612,0.0,0.906,0.094,NY Times,"Janelle Monáe brings a pair of big fuzzy socks on the road. ""I like to moonwalk when I’m on the tour bus. It’s my f… https://t.co/jbf5ZtCzC8",
403,-0.5574,0.146,0.854,0.0,NY Times,"RT @kimseverson: Here's a sketch of Bourdain’s last couple of days in the medieval village where he died, from @MilanSchreuer of the @nytim…",
404,-0.1531,0.151,0.849,0.0,NY Times,Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/HvmhAiLkvU,
405,0.8074,0.0,0.722,0.278,NY Times,RT @nytimestravel: This year would have been Leonard Bernstein's 100th birthday. Celebrate his rich musical legacy at these events around t…,
406,-0.4019,0.13,0.87,0.0,NY Times,"Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling P… https://t.co/Y0hQKylGpt",
407,-0.6705,0.647,0.353,0.0,NY Times,I Have Post-Brokeness Stress Disorder https://t.co/DzbNcVsanm,
408,-0.128,0.137,0.747,0.116,NY Times,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/X4PKGfkCQc,
409,0.8225,0.0,0.691,0.309,NY Times,"Breaking News: Justify won the Belmont Stakes to become the 13th Triple Crown champion, the second in 4 years https://t.co/hm0DyHs93a",
410,0.2023,0.095,0.776,0.129,NY Times,"""This has been a very slim Broadway season."" What NYT's theater critics had to say about the Tony Awards nomination… https://t.co/4LbGoj8MbY",
411,0.0,0.0,1.0,0.0,NY Times,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/xKVpypbD5i",
412,-0.296,0.099,0.901,0.0,NY Times,"She went out for a walk with her dogs. Then she went missing. Hours later, officials found human remains inside of… https://t.co/wMhCiG236J",
413,0.5859,0.0,0.84,0.16,NY Times,"Justify will attempt to become the 13th Triple Crown winner, and first since American Pharoah in 2015, in the Belmo… https://t.co/oSk73TTFVu",
414,0.1901,0.0,0.923,0.077,NY Times,"New parks are cropping up across the city, many courtesy of new apartment complexes, but you won’t need to have a p… https://t.co/NW2yo2cQ4L",
415,0.6486,0.0,0.654,0.346,NY Times,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/prmvr6p22Z",
416,-0.2411,0.094,0.906,0.0,NY Times,"In @NYTOpinion

Sarah Jackson writes, ""Anthony Bourdain was not just curious about food and the world. He was aware… https://t.co/5hEzlnvRuR",
417,0.0,0.0,1.0,0.0,NY Times,Anthony Bourdain understood that eating was simply a way of taking the world inside you https://t.co/MFUCcrSnln,
418,0.0,0.0,1.0,0.0,NY Times,"A salmonella outbreak has been linked to melons sold at Trader Joe's, Costco, Walgreens and other stores in 8 states https://t.co/OelPlvpK5c",
419,0.0,0.0,1.0,0.0,NY Times,"With American presidential races requiring an ever-dizzying amount of money, a behind-the-scenes 2020 contest is al… https://t.co/tHOnZLcUXg",
420,0.0,0.0,1.0,0.0,NY Times,"RT @NYTNational: ⚡️ “Audio Series: ​Charm City”

https://t.co/wY7o7Opy3u",
421,0.0,0.0,1.0,0.0,NY Times,"Surveillance cameras are an inescapable fixture of the modern city. But in Newark, the police have taken an extraor… https://t.co/lzw2Eo7eCH",
422,-0.6249,0.212,0.788,0.0,NY Times,We demolish the lame excuses British executives gave for the lack of women on corporate boards. Read the latest Gen… https://t.co/jhJiWjGPGd,
423,0.4019,0.065,0.791,0.144,NY Times,"With Kyrie Irving's popularity has come controversy: He has questioned several times whether the Earth is round, an… https://t.co/XuXD1Q2qPy",
424,-0.2732,0.114,0.829,0.057,NY Times,"In @NYTOpinion 

Daniel Patterson writes, ""No matter how famous and seemingly unapproachable he became in the world… https://t.co/BQnrKYPvyI",
425,-0.7351,0.324,0.676,0.0,NY Times,Gun ranges and gun shops in several states have declared themselves “Muslim-free zones.” Several Muslim gun owners… https://t.co/GOwpHFkLks,
426,0.8126,0.0,0.709,0.291,NY Times,"In @NYTOpinion 

Musa Okwonga writes, ""Here we are again on the eve of the planet’s greatest traveling festival: Ye… https://t.co/nBxJnGwvsF",
427,0.0,0.0,1.0,0.0,NY Times,Have questions about the Belmont Stakes and the Triple Crown? We have your answers. https://t.co/GPu2uPlTRV,
428,0.0,0.0,1.0,0.0,NY Times,“I talk back to people when they say something about me now because I know even with my condition that I am beautif… https://t.co/TJmesUhGTL,
429,0.0,0.0,1.0,0.0,NY Times,Science is taking a back seat in policymaking across the Trump administration. The North Korea nuclear talks offer… https://t.co/hauZtxGqq5,
430,0.0,0.0,1.0,0.0,NY Times,"In his own unorthodox way, Trump has been preparing for this encounter with Kim Jong-Un his entire adult life https://t.co/VlXkCmqssL",
431,0.0,0.0,1.0,0.0,NY Times,"With his America First agenda, Trump has driven a wedge between the U.S. and its allies, ceding leadership and its… https://t.co/sfyYD4o3hM",
432,0.128,0.103,0.775,0.122,NY Times,"RT @TheSteinLine: All the tales — legacy, free agency, injury — from what might (or might not) have been LeBron James’ last night as a Clev…",
433,0.0,0.0,1.0,0.0,NY Times,California has dug in at the front lines of the resistance to President Trump. And then there is Orange County. https://t.co/BSVW14kSmd,
434,0.0,0.0,1.0,0.0,NY Times,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/TR5noBS7Ee",
435,-0.0772,0.151,0.711,0.138,NY Times,"Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a… https://t.co/8zay2rbSEG",
436,0.4767,0.0,0.853,0.147,NY Times,"RT @stanfordc: I’m proud to say that there has never been a swimsuit portion of the news quiz 
https://t.co/e1Z8wlhYvy https://t.co/4YJ7UrG…",
437,0.0,0.0,1.0,0.0,NY Times,"30 billion gallons of Hawaiian lava, as seen from the ground and space https://t.co/vz9qQOCYS9",
438,0.2732,0.107,0.741,0.152,NY Times,She wanted to celebrate their marriage in lavish style. He had something less lofty in mind. A lovers’ battle ensue… https://t.co/RnvIaxRtRP,
439,-0.5994,0.187,0.813,0.0,NY Times,"Anthony Bourdain's sudden death at Le Chambard, a hotel in the village of Kaysersberg in northeastern France, sent… https://t.co/V5gRoZKGQN",
440,0.743,0.0,0.704,0.296,NY Times,"@jimdwyernyt ""The supply of excellent schools cannot meet the demands of capable students, whatever their backgroun… https://t.co/KF39XvdUjJ",
441,0.3612,0.0,0.872,0.128,NY Times,"@jimdwyernyt The specialized schools are far from bastions of privilege, dominated by immigrants or the children of… https://t.co/DWOoiPghSz",
442,0.3612,0.0,0.884,0.116,NY Times,"In New York’s ragged history of race, class, privilege and equity, the city’s specialized high schools have long be… https://t.co/HL2yw2JmHz",
443,-0.7269,0.253,0.747,0.0,NY Times,Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re l… https://t.co/uI5rOmZ76O,
444,0.2023,0.0,0.847,0.153,NY Times,"Flaky mounds of quick bread, golden brown, with a significant crumb https://t.co/wbMRgvySpY",
445,0.6369,0.092,0.669,0.239,NY Times,Breaking News: Simona Halep of Romania beat Sloane Stephens to win the French Open. It was the first Grand Slam tit… https://t.co/3sFwWkJ353,
446,0.7269,0.0,0.711,0.289,NY Times,Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,
447,-0.875,0.321,0.679,0.0,NY Times,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/5kOUYV8c3u",
448,-0.6705,0.191,0.809,0.0,NY Times,New federal data shows that suicide rates have been increasing for years in almost every state and across demograph… https://t.co/g6znmjYQl5,
449,-0.0258,0.14,0.723,0.136,NY Times,"After failing to repeal the Affordable Care Act, the Trump administration is seizing on a different strategy for di… https://t.co/Low8zwBsVL",
450,0.5106,0.0,0.845,0.155,NY Times,"Our experts weighed in on the contenders, including the Triple Crown hopeful Justify, for the 150th Belmont Stakes https://t.co/xi9TIoAxWb",
451,0.0,0.0,1.0,0.0,NY Times,"RT @NYTMetro: “This is the deportation machine in full effect, and everyone should wake up to how American citizens and their families are…",
452,0.6369,0.0,0.84,0.16,NY Times,"RT @caityweaver: The strangest and best recommendation I will ever make to you is: Listen to the same 4 podcast appearances by ""Sex and the…",
453,-0.296,0.136,0.864,0.0,NY Times,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’ https://t.co/jpXdOMmBOf,
454,0.0,0.0,1.0,0.0,NY Times,Elizabeth Warren and a Scholarly Debate Over Medical Bankruptcy That Won’t Go Away https://t.co/mbz6wvuSUO,
455,0.4574,0.0,0.501,0.499,NY Times,RT @NYTStyles: Parties! https://t.co/MdgG2e1xjI,
456,0.7906,0.0,0.667,0.333,NY Times,"RT @nytimesbusiness: ""Wealth was about being able to create the change you wish to see in the world.” https://t.co/KoQCO5Iy1y",
457,0.0,0.0,1.0,0.0,NY Times,An exhibition in London examines the feelings people harbor about their teeth. Here's a look at some of the most cu… https://t.co/KRz76xwrXq,
458,0.5859,0.0,0.787,0.213,NY Times,RT @NYTSports: Need a winner for the Belmont Stakes? @MHoppertNYT and @joedrape have you covered: https://t.co/44joWHhuTm,
459,-0.296,0.216,0.784,0.0,NY Times,Why Cities Can’t Stop Poaching From One Another https://t.co/X1SeTjbqKs,
460,-0.296,0.091,0.909,0.0,NY Times,RT @nytimesworld: Austrian officials have ordered seven mosques to close and may refuse dozens of imams the right to reside in the country…,
461,0.0,0.0,1.0,0.0,NY Times,RT @nytrealestate: A quick guide to what you need to get your first apartment in New York City https://t.co/NQYV03Xkyn,
462,-0.3182,0.277,0.723,0.0,NY Times,Men’s Fashion Week Loses Some Luster https://t.co/TCj0nbeFMj,
463,-0.8074,0.356,0.644,0.0,NY Times,"Inside New York’s dollar van wars: strict regulations, low margins and a constant fight with rogue van drivers https://t.co/kiAEpdxkgV",
464,0.0,0.0,1.0,0.0,NY Times,"RT @NYTMetro: On the stoop that was his perch, a requiem for the mayor of West 83rd Street, in Manhattan. https://t.co/qRN1VlPo1t",
465,0.3612,0.0,0.783,0.217,NY Times,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies https://t.co/nM5gpQdLhB",
466,0.4404,0.0,0.707,0.293,NY Times,A Good Appetite: Chicken Milanese Has Its Moment https://t.co/Rhco2hq6mS,
467,0.0,0.0,1.0,0.0,NY Times,The New York Times obituary for Anthony Bourdain https://t.co/D697EnEWQX,
468,0.6369,0.0,0.833,0.167,NY Times,RT @NYTmag: 24 hours. 23 photographers. One city. One topic: Love. Watch the making of this issue https://t.co/s2uND5xgVs and see the full…,
469,0.25,0.0,0.895,0.105,NY Times,The recent volcanic eruptions in Hawaii and Guatemala are a reminder that not all volcanoes are created equal https://t.co/M7sNdtwIzJ,
470,0.5267,0.0,0.855,0.145,NY Times,"For the 3rd time in 4 seasons, and for the 2nd year in a row, the Golden State Warriors are NBA champions https://t.co/r7NgjH0nbf",
471,-0.1531,0.129,0.762,0.109,NY Times,"RT @nytimestech: The Chinese electronics maker ZTE has survived its brush with death. Now, it has to figure out how to stay in business. He…",
472,0.6124,0.0,0.722,0.278,NY Times,"RT @nytrealestate: You may like the contractor, but does the contractor like you back? https://t.co/kPShW4JONu",
473,0.5994,0.049,0.792,0.158,NY Times,"RT @NYTmag: On a rainy Saturday morning on May 19, @philip_nyc captured love in the middle of Times Square. See more from our #NYTLoveCity…",
474,-0.4215,0.286,0.714,0.0,NY Times,How I Used Art to Get Through Trauma https://t.co/7N5fzAxLoe,
475,0.0,0.0,1.0,0.0,NY Times,"The NYT review of ""Ocean's 8"" https://t.co/flFaRzpyzr",
476,0.5106,0.0,0.752,0.248,NY Times,She’s photographed Broadway for years. Now Broadway is honoring her. https://t.co/eI7sfheNWI,
477,-0.7579,0.303,0.622,0.075,NY Times,The killing in Germany comes on top of a deepening scandal and calls for a full-blown parliamentary investigation o… https://t.co/0p5qfKyP2V,
478,-0.6249,0.17,0.83,0.0,NY Times,"RT @nytimesworld: More than 140 miles away and three decades after the Chernobyl disaster, some cows still make radioactive milk https://t.…",
479,0.8097,0.0,0.706,0.294,NY Times,RT @nytopinion: This weekend we are sharing some pieces on music. Think of it as a little inspiration to appreciate the soundtrack of your…,
480,0.0,0.0,1.0,0.0,NY Times,"RT @nytimesbusiness: HBO is making a pilot for one of the five ""Game of Thrones"" prequels it has in development https://t.co/EMeqQvEdHQ",
481,-0.25,0.232,0.595,0.173,NY Times,"Taliban Announce Brief Cease-Fire, Offering Afghans Hope for Lull in War https://t.co/IlMkkFHSCM",
482,0.7184,0.077,0.662,0.261,NY Times,"RT @NYTMetro: Underneath the umbrella: a fascinating photo portfolio of the lifeguards of Jones Beach, in all their stoic, bored, heroic gl…",
483,0.0,0.0,1.0,0.0,NY Times,"China’s ZTE— a little-known electronics maker— became an unlikely political football, then an even unlikelier objec… https://t.co/APxvWFepXB",
484,0.357,0.0,0.879,0.121,NY Times,"Andrew Rannells: ""I didn't feel jealous; I felt driven. I wanted to be one of those people on the Tonys."" https://t.co/i3LX0WgQBb",
485,0.5859,0.0,0.743,0.257,NY Times,Here's who we think will win the Tonys (and who should) https://t.co/ZlqqPQRtvt,
486,0.2732,0.168,0.584,0.248,NY Times,Justice Dept. Requests Delay if DACA Injunction Is Issued https://t.co/HB7h98gENy,
487,0.0,0.0,1.0,0.0,NY Times,"RT @nytpolitics: The president said that Melania Trump “wanted to go” with him to the Group of 7 summit meeting in Quebec, but was staying…",
488,-0.2023,0.163,0.708,0.129,NY Times,"50 years after his death, friends, aides and journalists recall Robert F. Kennedy's last campaign in California, hi… https://t.co/bAveWEnYW5",
489,-0.34,0.107,0.893,0.0,NY Times,"In Canada, many observers were calling it the ""G-6 plus 1"" — with President Trump being cast as the irrational, ira… https://t.co/AUbzhnVmGY",
490,-0.0387,0.052,0.948,0.0,NY Times,"RT @kenvogel: MANAFORT paid KONSTANTIN KILIMNIK $531k in 2013 &amp; 2014, according to lobbying records, but that covers only a fraction of the…",
491,-0.5574,0.322,0.53,0.148,NY Times,What should you do when a loved one is severely depressed? Don’t underestimate the power of showing up. https://t.co/yqRyXmSWiM,
492,0.1027,0.12,0.741,0.139,NY Times,"""This should be a grave concern to anyone who cares about an informed citizenry,"" said Eileen Murphy, a spokeswoman… https://t.co/iwMg5Ng7tl",
493,0.2263,0.0,0.905,0.095,NY Times,RT @NYTSports: Kevin Durant has been named the MVP of the NBA finals for the second straight year. https://t.co/xSARJQ5MlN,
494,0.0,0.0,1.0,0.0,NY Times,The U.S. just beat out China to develop the world’s fastest supercomputer. You’d need 6.3 billion years to match wh… https://t.co/DMGoDUacwv,
495,-0.1027,0.065,0.935,0.0,NY Times,"RT @SopanDeb: **NEW**: In a lengthy (and remarkable) interview with Kyrie Irving, he repeatedly questioned whether the Earth is flat or rou…",
496,0.5719,0.0,0.837,0.163,NY Times,"Breaking News: The Golden State Warriors have won their third N.B.A. title in four years, sweeping LeBron James and… https://t.co/jbvTIZsZrD",
497,0.3182,0.13,0.648,0.223,NY Times,"At a moment of tumult over trade and nuclear security, President Trump is making friends with America’s enemies and… https://t.co/JtgvrhRvJ6",
498,0.7906,0.045,0.682,0.273,NY Times,"Discover an ""irony free zone where everything is beautiful and nothing hurts.""

What to watch, what to read and wha… https://t.co/gMtAyyRjDD",
499,0.0,0.0,1.0,0.0,NY Times,President Trump suggested the Group of 7 nations reinstate Russia 4 years after it was cast out for annexing Crimea https://t.co/ZQQDfGp5GN,
